id,trigger,conditions,script,text,options,notes
LCP_notEnoughLieSel3,DialogOptionSelected,$option == LCP_notEnoughLie3,,"당신의 맹렬한 말에 압도되고 당신의 헌신에 감동된 기사는 상황으로 인해 당신의 신성한 탐구가 자신의 것만큼 타당할 수도 있다는 것을 머뭇거리며 인정하지 않을 수 없습니다.
 
""나, 아, 당신을 위해 기도하겠습니다. , 그리고 타르테소스에 있는 이 회중을 위해 기사는 말합니다. ""그들의 자선 활동은 좋은 목적에 봉사하고 더 많은 신앙 행위에 노인을 줄 것입니다.""",cutCommLinkNoText:통신 링크 종료,
LCP_notHappeningSel,DialogOptionSelected,$option == LCP_notHappening,"RemoveOption LCP_notHappening
$failedToRefuse = true 0","""물론 십일조는 개인의 양심의 문제입니다.""
 
기사의 어조는 어두워졌습니다. ""그러나 우리는 충실한 사람들의 생명이 현재 위험에 처해 있기 때문에 이 문제에 대해 '유도된 자선'에 대한 권리를 주장합니다."" $HisOrHer의 눈이 강렬해졌습니다. ""우리 양떼가 해를 입기보다는 차라리 죽는 것이 낫습니다. 사실, 굶주리는 사람들에게 음식을 주지 않고, 얼어붙는 사람들에게 피난처를 제공하고, 아픈 사람들을 구조하는 것은 무서운 죄가 될 것입니다.""
 
$HeOrShe는 초점을 잃은 채 약간 위쪽을 바라보고 있습니다. ""한 손에는 러드의 망치가 있고 다른 손에는 검이 있게 해주세요. 나는 충실한 사람들을 지키기 위해 정의로운 전투를 벌이겠습니다.""
 
기사의 위협은 결코 교묘하지 않습니다.",,
LCP_notHappeningSelFaithful,DialogOptionSelected,"$option == LCP_notHappening
$player.luddicFaithfulOrChurchCom","RemoveOption LCP_notHappening
$failedToRefuse = true 0","""하지만 그래야 합니다."" $heOrShe가 말합니다.",,
LCP_complySel,DialogOptionSelected,$option == LCP_comply,"MakeOtherFleetPreventDisengage hassle false
RemoveCommodity supplies $SP_supplies","화물 운송이 확인되자 기사는 침착하게 $hisOrHer의 손을 모으며 경건함을 표현했습니다.
 
""당신의 자선은 불평등이 가득한 세상에서 희망의 등불입니다""라고 $post는 말합니다. ""기사들은 당신의 경건하고 헌신적인 관대함에 감사드립니다.""",cutCommLinkNoText:통신 링크 종료,
,,,,,,
# Negotiating an agreement with the Luddic Church to curtail immigration in exchange for them stopping harrassing your colonies,,,,,,
#DEVLCMakeDealOpt,PopulateOptions,"$global.isDevMode
$personFaction.id == luddic_church
Commission personCanGiveCommission",FireBest LCMakeDealStartOpts,,,
#DEVLCMakeDealOpt,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
Commission personCanGiveCommission
#!$player.madeImmigrationDealWithLuddicChurch
#!$player.brokeLuddicChurchDeal
#!$player.defeatedLuddicChurchExpedition
#HA_CMD knightsHasslingPlayerColonies",,,"lcMakeDeal:""Knights of Ludd는 사실상 내 볼륨에서 해적 행위를 저지르고 있으며, 그것이 중단되길 요구합니다.""",
LCMakeDealOpts,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
Commission personCanGiveCommission
!$player.madeImmigrationDealWithLuddicChurch
!$player.brokeLuddicChurchDeal
!$player.defeatedLuddicChurchExpedition
HA_CMD knightsHasslingPlayerColonies",,,"lcMakeDeal:""Knights of Ludd는 사실상 내 볼륨에서 해적 행위를 저지르고 있으며, 그것이 중단되길 요구합니다.""",
lcMakeDealHostile,DialogOptionSelected,"$option == lcMakeDeal
RepIsAtBest luddic_church HOSTILE score:100","HA_CMD printLCDealRepReq
RemoveOption lcMakeDeal","""안타깝게도 그런 합의가 승인될 가능성은-"" $heOrShe가 $himOrHerself 를 포착했습니다. ""은하 구원 교단에 대해 직접적인 적대 행위를 벌이고 있는 자와 함께."" 
 
""기사들은 신성한 임무가 있습니다! 한 손에는 망치, 다른 한 손에는 검, 그들이 완수하길 기도합니다."" $heOrShe가 맹렬하게 말합니다.
 
한편, $post의 손은 보조 콘솔을 향해 방황한 것으로 보이며 일종의 경보 신호라고 생각되는 것을 미친 듯이 두드리는 것입니다.",,"# test makenearbyfleets hostile?
#MakeNearbyFleetsHostile luddic_church 100000 30 true "
lcMakeDealTakeoverUntrustworthy,DialogOptionSelected,"$option == lcMakeDeal
$player.untrustworthy > 2 score:200",RemoveOption lcMakeDeal,"""당신의 평판은... 전염병처럼 퍼졌습니다, $playerSirOrMadam님."" $heOrShe가 다음과 같이 말하는 $post는 역겹게 보입니다. ""기사들이 협상할 의향이 있었다면 그들은 당신과 같은 맹세를 어긴 사람을 상대하는 것보다 더 잘 알 것입니다. 당신은 신성한 것은 아무것도, 심지어 자신의 말조차 갖고 있지 않습니다.""
 
""한 손에 망치 , 다른 하나에는 검, 기사들이 그들의 일을 완수하기를 기도합니다."" $heOrShe가 격렬하게 말했습니다.
 
한편 $post의 손은 보조 콘솔을 향해 방황한 것으로 보이며 일종의 경고 신호라고 생각되는 것을 미친 듯이 두드리고 있습니다. .",,"# The player is not trustworthy (due to their other actions, not due to cancelling this deal) and the Church will not deal with them."
#,,$player.atrocities > 1,RemoveOption lcMakeDeal,,,# maybe player is too brutal to deal with?
lcMakeDealSelAgain,DialogOptionSelected,"$option == lcMakeDeal
$player.wasOfferedChurchImmigrationDeal",,"""아."" $HeOrShe는 $hisOrHer의 두 손을 모았습니다. 너무나 고요했습니다. ""네, 바로 이 문제에 관해 우리가 당신과 접촉한 적이 있는 것으로 기억합니다. 안타깝게도 이전 사건에서는 해결되지 않았습니다.""
 
""저는 이 축복받은 날에 우리가 육체적, 정신적 측면에서 건설적인 타협에 이를 수 있기를 기도합니다."" 모든 당사자의 안전을 보장합니다.""",lcMakeDealReview:계속,
lcMakeDealSelAgainReview,DialogOptionSelected,$option == lcMakeDealReview,"SetTooltip lcDealConfirm ""Knights of Ludd는 그들의 간섭을 중단할 것입니다. 당신의 식민지에 대한 Luddic Majority의 혜택을 철회합니다. Luddic Majority는 식민지 성장에 따라 소실될 수 있습니다.""
SetTooltipHighlights lcDealConfirm ""Knights of Ludd"" ""Luddic Majority"" ""Luddic Majority""
SetTooltipHighlightColors lcDealConfirm  luddic_church
AddTextSmall ""Removes benefits of Luddic Majority on your colonies"" highlight","""우리의 제안은 다음과 같습니다: 은하 구원 교회와 당신의 조직은 협력하여 이민 통제를 시행하여 신자들의 식민지로의 유입을 제한합니다. 교회는 무리를 돌볼 것이고 러드 기사단은 당신의 일에 대한 개입을 중단할 것입니다. .""
 
""물론 합의에 동의한 후에 말이죠."" $HeOrShe는 희망적으로 웃지만 아마도 진심은 아닐 것입니다.","lcDealConfirm:계약을 확인
cutCommLink:통신 링크 종료",
lcMakeDealSel,DialogOptionSelected,$option == lcMakeDeal,"SetTextHighlights ""concordat""","""아."" $HeOrShe는 $hisOrHer의 손을 모으고 너무도 고요합니다.
 
""러드의 기사단은 신자들을 보호하기 위해 신성한 임무를 수행하며, 그렇습니다. 그들은 자신들의 믿음을 보여주고 싶어합니다. 그러나 우리는 프라이드가 분노를 낳도록 허용해서는 안 됩니다. 그렇습니다. ?""
 
""타협, 합의로 이 상황을 해결할 수 있습니다.""","lcMakeDealIntroA:""타협? 기사단이 시작한 일인데 아무 이유도 없어요!""
lcMakeDealIntroB:""교회에게는 먼저, 이유없는 침공에서의 기사를 철수하라고 요청하겠습니다.""
lcMakeDealIntroC:""나는 잘못을 당한 쪽입니다. 나는 요구를 할 자격이 있습니다.""",
lcMakeDealIntroA,DialogOptionSelected,$option == lcMakeDealIntroA,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","""이런 상황에는 '이유'가 없습니다. $playerSirOrMadam님."" $heOrShe가 인내심이 부족한 표정으로 말했습니다. ""점점 더 많은 신자들이 당신의 소유지로 여행했고 당신은 그들이 일하고 정착할 수 있도록 허용하셨습니다.""
 
""교회는 양 떼를 돌봅니다.""",,
lcMakeDealIntroB,DialogOptionSelected,$option == lcMakeDealIntroB,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","$heOrShe는 긴장한 표정으로 ""그렇게 간단하지는 않습니다.""라고 말했습니다. ""점점 더 많은 신실한 사람들이 새로 설립된 식민지로 여행했고, 당신은 그들이 그곳에서 일하고 정착할 수 있도록 허용하셨습니다.""
 
""신실한 사람들을 보호하는 것은 러드 기사단의 최우선 임무입니다.""",,
lcMakeDealIntroC,DialogOptionSelected,$option == lcMakeDealIntroC,"$option = lcMakeDealIntro2 0
FireBest DialogOptionSelected","$heOrShe는 긴장한 표정으로 ""그렇게 간단하지는 않습니다.""라고 말했습니다. ""점점 더 많은 신앙심이 새로 설립된 식민지로 여행했습니다. 당신은 그들이 당신의 영토 내에서 일하고 정착할 수 있도록 허용했습니다.
 
""신앙자들의 육체와 정신을 모두 보호하는 것이 러드 기사단의 의무입니다.""",,
lcMakeDealIntro2,DialogOptionSelected,$option == lcMakeDealIntro2,FireAll LCMakeDealOptions,"$HeOrShe는 책(종이)에 손을 뻗어 인구 통계를 인용하기 시작합니다. 이것과 당신이 자신의 통계에서 기억하는 것 사이에서 당신은 특정 주요 인력 풀이 식민지에서의 새로운 삶을 위해 세계를 루드딕 통제 하에 두었다는 의미를 얻습니다.
 
특히, 당신의 것. 그리고 그것은 그들에게 문제입니다.",,
LCmakeDealOptsPropose,LCMakeDealOptions,,,,"lcMakeDealPropose:""그래서 당신은 무엇을 제안합니까?""",
LCmakeDealOptsProposeAbrupt,LCMakeDealOptions,,,,"lcMakeDealProposeAbrupt:""제 시간을 숫자로 낭비하지 마세요. 무엇을 원하십니까?""",
lcMakeDealOptsTurnips,LCMakeDealOptions,,,,"lcMakeDealTurnips:""이것은 당신의 기술 노동력에 관한 문제인 것 같습니다. Ludd에게는 양파를 재배하는 것만으로는 충분하지 않나요?""",
lcMakeDealOptsFreeWill,LCMakeDealOptions,"!$saidFreeWill
$player.luddicFaithfulOrChurchCom",,,"lcMakeDealFreeWill:""창조주께서 우리에게 선택의 길을 걷도록 자유를 주셨지 않습니까?""",
lcMakeDealOptsProvide,LCMakeDealOptions,"!$saidProvide
!$player.luddicFaithfulOrChurchCom
!$player.mostLuddicEthosPather",,,"lcMakeDealProvide:""당신의 사람들에게 원하는 삶을 제공할 수 없는 것은 내 잘못이 아닙니다.""",
lcMakeDealOptsPath,LCMakeDealOptions,"!$saidPathThing
$player.mostLuddicEthosPather",,,"lcMakeDealPath:""신자들이 선택한 더 바르고 바른 길을 걷게 할 수 없습니다.""",
LCmakeDealTurnips,DialogOptionSelected,$option == lcMakeDealTurnips,"$saidTurnips = true
RemoveOption lcMakeDealTurnips","$post는 가늘고 재미없는 미소를 짓고 있습니다.
 
""그렇게 엄격하게 세속적인 관점은 러드의 비전의 영적 풍요로움과 그에 수반되는 의무에 대해 당신을 눈멀게 합니다. 나는 당신을 위해 눈을 뜰 수 없습니다. 묻지 않을 수 없습니다.""
 
""그리고 내 요구가 귀머거리의 귀에 들리면 나는 기다릴 것입니다. 시간이 허물어질 수도 있지만, 당신의 마음을 두르는 교만의 벽은 무너질 것입니다."" $heOrShe는 두 손을 모으고 눈을 위로 쏜살같이 바라보며 말합니다.
 
이제 $heOrShe가 성서를 인용하고 있습니다. ; 난독화 전술. 교회 대표자가 노동 정책의 근거를 공개적으로 인정하지 않는 것을 보면 놀랄 일이 아닙니다.",,
LCmakeDealFreeWill,DialogOptionSelected,$option == lcMakeDealFreeWill,"$saidFreeWill = true
RemoveOption lcMakeDealFreeWill","""물론이죠."" $post가 눈살을 찌푸리며 말했습니다. ""그리고 의로운 행자라도 속임수로 인해 길을 잃을 수는 없습니까? 아니면 자신의 타락한 본성이요?"" ""어쨌든 나는 당신과 교회법에 관한 문제에 대해 토론하지 않을 것입니다. 그것은 부목사들을 위한 것입니다. 나의 관심은 교회의 양 떼를 돌볼 의무에 있습니다. 특히,"" $heOrShe는 영적인 문제에 관해서는 당신에게 초조한 표정을 짓습니다. "" .""",,
LCmakeDealProvide,DialogOptionSelected,$option == lcMakeDealProvide,"$saidProvide = true
RemoveOption lcMakeDealProvide","$hisOrHer의 최선의 시도에도 불구하고 $post의 얼굴에는 뚜렷한 경악의 표정이 스쳤습니다.
 
""어떤 어려움이 있어도, 어떤 기만적인 속삭임이 신자들을 잘못된 길로 이끌려고 시도하든, 은하 구원 교회는 그들의 영적 건강을 보살피기 위해 러드의 이름으로 설립되었습니다. .""
 
$HeOrShe의 시선은 이제 강철 같은 모습을 띠고 있습니다. ""그리고 그것은 어떤 수단을 통해서든 될 것입니다.""",,
LCmakeDealPath,DialogOptionSelected,$option == lcMakeDealPath,"$saidPathThing = true
RemoveOption lcMakeDealPath","$hisOrHer의 최선의 시도에도 불구하고 $post의 얼굴에는 뚜렷한 경악의 표정이 떠 있습니다.
 
""나는 당신의 암시를 받아들이지 않을 것이며 교리에 대한 논쟁에 화를 내지 않을 것입니다. 큐레이트와 당신의 영적 싸움을 시작하십시오. 나는 여기에 있습니다. 세상적인 합의다.""",,
lcMakeDealProposalAbrupt0,DialogOptionSelected,$option == lcMakeDealProposeAbrupt,,"$HeOrShe는 $hisOrHer의 목을 가다듬고 조용히 통계책을 옆으로 치워둡니다. ""요구가 아니라 타협입니다.""
 
$HeOrShe는 반대를 예상하며 손을 듭니다. ""내 말을 허락해 주십시오. 빨리 처리하겠습니다.""","lcMakeDealProposeAbrupt1:""나는 듣고 있어요.""",
lcMakeDealProposalAbrupt1,DialogOptionSelected,$option == lcMakeDealProposeAbrupt1,,"""교회는 특정 이민 통제를 시행하기 위해 귀하의 조직과 협력할 것입니다. 가혹한 조치는 없습니다. 우리가 협력한다면 이러한 조치가 가장 쉽게 받아들여질 것이라고 믿습니다.""
 
""이단적인 개념에 흔들리는 신자들이 있습니다. 우리는... 그들을 바로잡을 것입니다. 결국 양떼를 돌보는 것은 교회의 의무입니다."" $HeOrShe는 담담하게 웃는다.
 
""교회는 이단적 요소를 처리함으로써 이러한 불만이 귀하의 식민지 또는 귀하의 산업 내에서 극단주의자들과 공모하기 시작하지 않도록 할 것입니다. 물론 기사단은 소환되어 이를 받아들이게 될 것입니다. 좀 더 내부 지향적인 자세로 모든 사람의 영적, 세속적 안전이 강화될 것입니다.",lcMakeDealProposalReaction:계속,
lcMakeDealProposal0,DialogOptionSelected,$option == lcMakeDealPropose,,"""교회는 특정 이민 통제를 시행하는 데 있어 귀하의 조직과 협력할 것을 제안합니다. 이는 엄격할 필요가 없으며 단순히 특정 절차와 허가를 실행하는 문제일 뿐입니다. 올바른 프로세스를 따르도록 보장함으로써 특정 결과를 얻을 수 있습니다. , 아, 좋아.""
 
$HeOrShe는 이 조작에 대해 유쾌하고 쉽게 말합니다. 아마도 교회는 헤게모니 관료로부터 트릭을 배우고 있는 것 같습니다.",lcMakeDealPropose1:계속,
lcMakeDealProposal1,DialogOptionSelected,$option == lcMakeDealPropose1,,"""이 문제에 있어서 교회는 흠, 세속적인 입장에서 설득될 수 없는 사람들만이 여러분의 식민지로 가는 길을 찾을 수 있도록 보장할 것입니다."" 
 
""그렇게 하면 총 숫자가 줄어들겠지만, 신자들 중에는 이단적인 생각을 낳는 생각에 흥분하는 사람들이 있습니다. 여러분에게는 이것이 문제로 이어질 수 있습니다. 교회에서는? 우리 양떼를 돌보는 것은 신성한 소명입니다. ."" $HeOrShe는 담담하게 웃는다.
 
""물론 우리가 이러한 공유 조건에 동의하면 러드 기사단의 적극적인 역할은 보다 내부적인 자세로 바뀔 것입니다.""",lcMakeDealProposalReaction:계속,
lcMakeDealProposal1secular,DialogOptionSelected,$option == lcMakeDealProposalReaction,"$option = lcMakeDealProposal2 0
FireBest DialogOptionSelected","Luddics에는 망치와 뿌리 채소 사이의 선택에 관한 전통적인 속담이 있습니다. 그것은 흙 속에서 너무 오랜 시간을 보낸 후에 나오는 일종의 말도 안되는 소리입니다.
 
그럼에도 불구하고 그들의 요구는 분명합니다: 싸우거나 거래하는 것입니다.",,
lcMakeDealProposal1faithful,DialogOptionSelected,"$option == lcMakeDealProposalReaction
$player.luddicAttitudeFaithfulOrPather","$option = lcMakeDealProposal2 0
FireBest DialogOptionSelected","당신은 대큐레이트 평의회 흐름에 대한 얕은 통찰력만을 얻었음을 이해합니다. 그러나 기사단의 종교 재판을 외부가 아닌 내부로 설정하려는 추진력이 있다는 것은 분명합니다. 당신은 공식 정책이 바뀔 수 있는 축일 뿐입니다.
 
러드는 이것을 어떻게 생각할까요?",,
lcMakeDealProposal2,DialogOptionSelected,$option == lcMakeDealProposal2,"$player.wasOfferedChurchImmigrationDeal = true
SetTooltip lcDealConfirm ""Knights of Ludd는 그들의 간섭을 중단할 것입니다. 식민지의 Luddic Majority 혜택을 제거합니다. 식민지 성장에 따라 Luddic Majority가 소멸될 수 있습니다.""
SetTooltipHighlights lcDealConfirm ""Knights of Ludd"" ""Luddic Majority"" ""Luddic Majority""
SetTooltipHighlightColors lcDealConfirm  luddic_church
AddTextSmall ""Removes benefits of Luddic Majority on your colonies"" highlight","""물론 합의를 확인하면 모든 것이 해결될 거예요."" $heOrShe가 유쾌하게 덧붙입니다.","lcDealConfirm:계약을 확인
cutCommLink:통신 링크 종료",
lcMakeDealSelConfirm,DialogOptionSelected,$option == lcDealConfirm,HA_CMD makeLuddicChurchDeal,"""참으로 축복받은 날입니다."" $heOrShe는 $hisOrHer의 두 손을 모아 경건한 마음을 표현하고 창조주께 짧게 감사 인사를 전합니다.
 
지나친 종교심에도 불구하고 계약 조건은 비교적 간단합니다. 귀하와 $Post $PersonName 은 협약 하드카피에 포함될 귀하의 지지를 시각적으로 표현한 내용을 제출합니다. 그런 다음 이 문서는 손으로 복사되어 일종의 기괴한 아날로그 보안 방식으로 여러 다른 교회 기록 보관소에 제출됩니다.",cutCommLink:통신 링크 종료,
,,,,,,
# Ending the immgration agreement with the Luddic Church,,,,,,
LCBreakDealOpt,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
Commission personCanGiveCommission
$player.madeImmigrationDealWithLuddicChurch",,,"lcBreakDeal:""이민 협약은 더 이상 저에게 맞지 않습니다.""",
lcBreakDealSel,DialogOptionSelected,$option == lcBreakDeal,,"""이거, 아."" $heOrShe는 책을 빠르게 넘기며 걱정스러운 표정으로 오래된 데이터패드를 언급하기까지 합니다.
 
""이건 정말 놀라운 일입니다, $playerSirOrMadam님. 제가 대신해서 말씀드리겠습니다. 은하 구원 교회는 우리가 합의한 내용이 매우 만족스럽다고 생각하며 현재의 의심은... 문제가 되지만 내 확신을 잘 들어주세요. 근거가 없습니다.""
 
""게다가,"" $그의OrHer 목소리가 어두워집니다. 만일 당신이 단순히 성스러운 규약을 어긴다면 그것은 심각한 불신의 행위로 비춰질 것입니다. 그런 행위에서는 돌아올 수 없을 것이고 교회의 관리들 사이에서도 당신의 평판이…"" $HeOrShe가 흔들리고 있습니다. 그 사람의 머리는, 마치 그런 말을 말로 표현해서는 안 된다는 듯이.","lcBreakDealConfirm:""제 말 들었지요, 거래가 중단됐어요"" 
genericGoBack:""알겠습니다. 당신의 발언을 다시 확인하고 필요한 조치를 취하겠습니다.""",
lcBreakDealConfirmSel,DialogOptionSelected,$option == lcBreakDealConfirm,HA_CMD breakLCDeal,"""알겠어요."" $post는 의기소침해 보이며, 아마도 러드 기사단을 보내 당신의 일에 개입하는 것이 좋은 생각이라고 생각하는 대큐레이트 집단에게 나쁜 소식을 전달하는 것이 불행할 것입니다.
 
""저는... 기도하겠습니다. 너."" $heOrShe는 무관심하게 말했다.",cutCommLink:통신 링크 종료,
,,,,,,
# Talking to the Holy Armada that's trying to take over your colony; this only triggers when in the same system as the colony. Otherwise: default dialog,,,,,,
KOLTHolyArmadaComms,OpenCommLink,"$entity.KOLT_armada
$entity.KOLT_isBlockading
!$entity.isHostile
HA_CMD updateKOLTArmadaData","$entity.ignorePlayerCommRequests = true 7
FireAll KOLTArmadaOptions","""축복받은 날이군요, 함장님... $playerName. 물론이죠."" $post는 $heOrShe가 귀하의 이름을 기억하여 귀하에게 호의를 베푼 것처럼 행동하며 $hisOrHer의 손을 모으고 약간 고개를 끄덕입니다.
 
""우리는 신자들을 보호하고 잃어버린 무리를 데려오기 위한 신성한 사명을 수행하기 위해 여기서 일하고 있습니다. $KOLT_target은 은하 구원 교회의 날개 아래로 돌아와 그들의 몸과 영혼이 어머니 교회의 보살핌과 사랑을 받을 수 있도록 하십시오.""
 
""그것이 그들의 뜻이며, 여러분은 발견할 것입니다. 그리고 그것은 섭리의 뜻입니다. 교회는 그들의 보호자에게 보살펴야 합니다. 우리는 이 신성한 임무를 수행하는 통로일 뿐입니다.""",,
KOLTHolyArmadaCommsHostile,OpenCommLink,"$entity.KOLT_armada
$entity.KOLT_isBlockading
$entity.isHostile
HA_CMD updateKOLTArmadaData","$entity.ignorePlayerCommRequests = true 7
FireAll KOLTArmadaOptions","""축복받은 날이군요, $playerName 함장님."" $post 에는 $heOrShe가 신의 후원을 받고 있다는 사실을 아는 사람의 자신감이 담긴 글이 적혀 있습니다.
 
""우리는 $KOLT_target의 모든 신자를 보호해야 하는 신성한 임무를 수행하고 있습니다. . $KOLT_target을 은하 구원 교회의 보호 아래 두는 것은 러드 기사단의 신성한 의무이며, 우리는 그것이 완료되는 것을 보고 기꺼이 죽을 것입니다. .",,
KOLTHolyArmadaCommsOptA,KOLTArmadaOptions,!$saidA,,,"kolt_armadaCommsRespA:""아무리 고귀한 일이라도 당신들의 노력이 내 권위를 손상시키고 있습니다. 당신들에게 떠나달라고 부탁하고 싶습니다.""",
KOLTHolyArmadaCommsOptB,KOLTArmadaOptions,!$saidB,,,"kolt_armadaCommsRespB:""당신들은 노골적인 해적질을 일삼고 있으며, 반란을 퍼뜨리고 있습니다. 그만 둘 것을 요구합니다!""",
KOLTHolyArmadaCommsOptC,KOLTArmadaOptions,"!$saidC
$player.luddicAttitudeFaithful
$player.fcm_faction != luddic_church",,,"kolt_armadaCommsRespC:""나는 신앙을 가지고 있습니다! 여기에 있는 신자들이 영적으로나 그 밖의 방식으로 위험에 처할 수 있는 방법이 있습니까?""",
KOLTHolyArmadaCommsOptD,KOLTArmadaOptions,"!$saidD
$player.fcm_faction == luddic_church",,,"kolt_armadaCommsRespD:""나는 교회를 섬깁니다! 여기 있는 신자들이 영적으로나 그 밖의 방식으로 위험에 처할 수 있는 방법이 있습니까?""",
KOLTHolyArmadaCommsOptE,KOLTArmadaOptions,"!$saidE
$player.mostLuddicEthosPather
$player.fcm_faction != luddic_church",,,"kolt_armadaCommsRespE:"" 나는 Ludd의 길을 따릅니다. 망치와 칼로, 나는 너희들의 간섭하는 이단의 함대를 부술 것입니다""",
KOLTHolyArmadaCommsHands,KOLTArmadaOptions,,,,"kolt_armadaCommsRespBdeath:""$KOLT_target 을 원한다면, 나의 차가운 시체 속에서 빼앗아야 할 것이다.""",
KOLTHolyArmadaCommsHandover,KOLTArmadaOptions,,,,"kolt_handover:""$KOLT_target 을 원하나요? 그럼 가져가세요.""",
KOLTHolyArmadaCommsCut,KOLTArmadaOptions,,,,cutCommLink:통신 링크 종료,
KOLTHolyArmadaCommsA,DialogOptionSelected,$option == kolt_armadaCommsRespA,$saidA = true 0,"""우리는 당신의 요청을 듣습니다."" $hisOrHer의 얼굴은 무표정합니다. ""그리고 신성한 맹세로 우리는 그것을 부인해야 합니다.""","kolt_armadaCommsRespBhasty:""우리는 어떤 협정을 이끌어낼 수 있을 것이라고 확신합니다.""
kolt_armadaCommsRespBdeath:""그럼 나는 당신의 함대를 공격하여 파괴하겠습니다.""
kolt_handoverCancel:""이 거만한 고집 때문에 아무도 당신을 좋아하지 않는 것입니다.""",
KOLTHolyArmadaCommsB,DialogOptionSelected,$option == kolt_armadaCommsRespB,$saidB = true 0,"""우리는 당신의 요구를 듣습니다."" $hisOrHer의 얼굴은 무표정합니다. ""우리는 불법 복제와 반란에 대한 당신의 비난을 거부합니다. 우리는 신자들을 은하 구원 교회의 보호로 데려오겠다는 신성한 맹세를 했습니다. 오직 죽음만이 러드 기사를 그들의 신성한 의무에서 해방시킬 수 있습니다.""","kolt_armadaCommsRespBhasty:""서둘지 맙시다. 어떤 협정을 이끌어낼 수 있을 것입니다.""
kolt_armadaCommsRespBdeath:""그렇다면 죽음을 선택하겠군요.""
kolt_handoverCancel:""이 거만한 고집 때문에 아무도 당신을 좋아하지 않는 것입니다.""",
KOLTHolyArmadaCommsBhasty,DialogOptionSelected,$option == kolt_armadaCommsRespBhasty,FireAll KOLTArmadaOptions,"$heOrShe는 ""아마도 교회 관리와 함께 있을 것입니다.""라고 말하며 곰곰이 생각하는 모습을 보여줍니다. ""하지만 내 임무는 당신의 복종이나 패배만을 허용합니다.""
 
$HeOrShe가 $hisOrHer 턱을 살짝 들어올립니다.
 
""선택하세요.""",,
KOLTHolyArmadaCommsBdeath,DialogOptionSelected,$option == kolt_armadaCommsRespBdeath,MakeOtherFleetHostile warnAttack true,"$post 에서는 ""그럼 그렇게 하세요""라고 말합니다. ""우리는 전투에서 만날 것입니다. 당신이 인생에서 알지 못했던 영원의 자비를 발견하길 바랍니다.""
 
$HeOrShe가 통신 차단을 향해 손을 뻗습니다.",cutCommLink:통신 링크 종료,# is a MakeOtherFleetHostile  appropriate? Perhaps not.
KOLTHolyArmadaCommsC,DialogOptionSelected,$option == kolt_armadaCommsRespC,"$saidC = true 0
RemoveOption kolt_armadaCommsRespC","""당신이 신앙을 갖고 있다면, $playerBrotherOrSister여, 은하 구원 교회의 뜻을 믿고 이 세상을 은하계에 러드의 말씀을 전하는 권위에 항복하십시오.""",,
KOLTHolyArmadaCommsD,DialogOptionSelected,$option == kolt_armadaCommsRespD,"$saidD = true 0
RemoveOption kolt_armadaCommsRespC","""당신이 진정으로 교회를 섬긴다면, 나의 $playerBrotherOrSister여, 그렇다면 은하 구원 교회의 의지를 믿고 이 세상을 은하계에 러드의 말씀을 전하는 권위에 항복하십시오.""",,
KOLTHolyArmadaCommsE,DialogOptionSelected,$option == kolt_armadaCommsRespE,"$saidE = true 0
RemoveOption kolt_armadaCommsRespC","""이단자는 바로 당신이에요, $playerBrotherOrSister님. 제가 당신을 위해 기도하겠습니다."" $heOrShe가 굳은 표정으로 말했습니다.",,
kolt_handoverSel,DialogOptionSelected,$option == kolt_handover,,"당신의 말은 $post의 허를 찔러 $hisOrHer의 경건한 우월감이 잠시 흔들립니다.
 
""당신... 정말요?"" $HeOrShe가 말한 후 회복됩니다. ""내 말은, 당신의 마음이 바뀌면 우리는 기뻐하며 은하 구원 교회를 위해 Ludd의 이름으로 $KOLT_target을 요구할 것입니다. 이것이 정말로 당신의 바람입니까?""","kolt_handoverConfirm:""네, 나는 $KOLT_target와 관련된 책임을 완전히 포기합니다.""
kolt_handoverCancel:""아니요, 물론 아닙니다. 내가 미친게 아니에요.""",
kolt_handoverConfirmSel,DialogOptionSelected,$option == kolt_handoverConfirm,"AdjustRep $faction.id 25
AdjustRepActivePerson 25
MakeOtherFleetNonHostile kolt true
HA_CMD doKOLTTakeover","기사들은 머리를 숙이고 두 손을 모았습니다. ""이 기적에 대해 섭리에게 감사하고, 신의 말씀을 전한 러드에게 감사하며, 우리의 탐구가 달성된 신성한 프뉴마에게 감사드립니다.""
 
물론 당신에게는 감사하지 않습니다.
 
몇 초가 호출되고 추장 사이에 준비가 이루어집니다. 인수를 처리할 교회의 행정 역원과 서기. 여러분 각자가 확인을 할 때 이상한 광경을 보게 됩니다. 기사의 자기 진지한 무술 신앙의 갑옷 바로 아래에 숨겨진 진정한 현기증입니다.
 
그리고 그 행위는 완료되었거나 적어도 시작되었습니다. 교회는 $KOLT_target을 느슨한 신권정치에 통합하기 위해 해야 할 일이 많습니다.",cutCommLink:통신 링크 종료,
